Temperature,MAC,Absorption
25,0.7371378472900073,73.2184964607374
100,0.6694619197355619,70.8939677949709
50,0.6537526829170799,83.83860602398856
25,0.6533766075303111,72.96690971541034
75,0.8248674915101972,72.82404542998707
50,0.5284144232791548,83.67694419807295
50,0.7592687488204789,84.55837336964863
100,0.8480048592987277,70.65653685088564
75,0.6894432181094842,75.34654266759327
100,0.5473097703475733,72.19866710846763
25,0.7328079168300429,74.69456053499144
75,0.6658647759962094,75.48043417001863
100,0.574532937330704,69.93576913541878
25,0.5075159201745421,73.80564081005076
50,0.5598699468734732,83.58908370160769
25,0.7727281196413933,71.77677263141995
75,0.7452253831536529,75.31731083219488
100,0.5841530244295363,70.98649883721106
100,0.8002744564873825,69.17459774496749
75,0.6754406053849281,76.23947617540588
25,0.8835797074498082,74.35441406833755
25,0.7612433301861594,74.51910204078871
25,0.6657474352905475,75.39977152360933
100,0.544150056465722,70.3088647391587
50,0.6268806968277184,85.63944508226542
25,0.8905837860053583,74.16777512946442
75,0.7038497506879601,75.17681657576843
100,0.5156751169017283,70.11427933781654
75,0.8918346915250914,74.94762486748068
50,0.6271932717575904,81.90559639778758
100,0.8672941865448579,71.1105344056385
25,0.6061557963757782,71.6641715939534
100,0.8666891816077844,71.20830356650802
75,0.6157624371788805,76.2462778345476
100,0.6591283011034517,69.54936503079159
50,0.5018781904770189,84.32400719144397
50,0.7278473623693227,83.07924204301393
25,0.5995012574079832,74.11207905332837
100,0.6584393101693449,71.05699690509736
100,0.881099604606794,71.56966713054473
75,0.6796790952873488,74.77422399918375
100,0.8524412788444646,72.22073111831813
25,0.6252873327783803,73.18672982893439
50,0.7005297527706809,84.58628701037948
50,0.592213209402532,85.73477607072572
100,0.5076772793237334,69.3599740721568
50,0.7864298124914573,83.30913617073482
50,0.6715074803783064,82.63666004178293
75,0.5411453434773753,74.9942093094173
50,0.7297300995398315,83.41561439016756
25,0.8875847061041096,72.02022190116891
100,0.6470247480191587,70.08657558883824
75,0.8936168965456586,75.50973465324252
100,0.5400907549249204,69.09865135716471
25,0.6409246644802132,74.32510346129557
25,0.8472504229472857,72.98956754103972
75,0.7033261794315564,75.7309056512904
75,0.8229275834900043,74.67585798847502
50,0.5559890341972806,82.95860148195666
75,0.8465529303714516,73.3929125619221
100,0.5066511894935469,71.52279571288756
50,0.7919962249696233,83.37501847340339
25,0.6357615277798074,70.97748798911323
100,0.5074087177842456,70.64223318905961
100,0.6853803909537932,72.26151327538115
50,0.565877662599165,85.78927664067957
25,0.5201480227030175,73.98975430987169
75,0.7359639905418284,74.0937185317439
50,0.8857959071157724,82.69175811759926
75,0.5744772023521345,75.52124883441209
25,0.7278294138298952,73.57174338481771
50,0.6017425927081572,84.08195558592585
100,0.5225673330855864,71.82117501721615
25,0.6511007357169923,73.06676397180057
50,0.716999510004159,84.56887141653138
75,0.6814787378224181,75.88825970235064
50,0.7428180244465806,83.87287226195765
75,0.7652312812400404,77.05981768812808
75,0.5548881680388779,75.67015307362176
100,0.6533855576687592,70.48185092532911
100,0.6298731888265862,70.07931024237861
75,0.5742543777223809,73.48165209921339
25,0.6824519088491448,74.57734042140717
25,0.7923423227080632,73.01510989145045
75,0.6254769570032119,75.21363346718131
75,0.5829880301764437,75.83891421863235
25,0.7921768706267178,71.91306413151551
100,0.7347137385832675,71.38889083730773
25,0.7988317880556937,71.9140808176628
75,0.7867438724770375,76.17939943312653
100,0.6852600799960533,70.35722405678462
75,0.6952225122595819,75.73765942915811
100,0.7888322649610995,70.6752468210713
25,0.7208769879689626,72.9489579853802
25,0.5182458548603546,72.42410006861452
50,0.5401175769061991,83.20745367452115
50,0.722259697108058,84.18222500455042
100,0.8909980558977788,69.43842084605127
100,0.7425901840274303,70.54435054718063
75,0.8797275289662726,73.76982022190036
25,0.7862244629836159,74.96377673362942
75,0.6172081138031187,75.12630919059835
50,0.5777368891771932,84.4918958857282
75,0.6913481228159952,75.71756760552525
50,0.5016192425473706,83.52257724772788
25,0.8288470932776982,71.53562974581773
50,0.6604529366234511,85.56184022738358
100,0.8843338632252,68.83780987675239
25,0.6645489656151752,71.90234056234767
75,0.662896468565523,73.57295434770387
100,0.870485172070526,71.1012809047934
75,0.5045709834500124,75.12606955663347
100,0.6218328122703631,70.4523250981875
25,0.7688191229415657,73.60306753030775
75,0.6728592199699266,75.9357805107299
50,0.7908177050845313,84.6545987903992
50,0.602455830965885,83.49091385108787
100,0.6048472596958713,73.27776759440341
50,0.7098370483019392,85.27366776482738
25,0.6519707823600482,72.91194372020651
50,0.7037368261472747,84.37990045029355
100,0.8114781583764414,70.13413229290862
50,0.7725436516386943,84.47648080063243
100,0.5178449205016457,70.32512565060506
75,0.6963274451403512,76.27469329787382
75,0.7310171795325502,75.1683325687935
100,0.5696447808908529,72.2751287459588
50,0.7040067409273001,83.9997488779258
50,0.5575317462724224,84.68012716294189
50,0.6570702706188377,86.22628075855444
100,0.5639480268571702,70.99938850112324
50,0.6827645686583064,83.09984018903853
100,0.5331886990624783,71.07839874853286
75,0.8616177571603831,75.48766957711781
100,0.6892882695782842,72.42949684530213
50,0.7544244221788565,84.74173843613232
75,0.8067854021803702,75.27031364414823
75,0.8430890576774219,73.66674986163505
75,0.538987475490196,76.22969275959726
50,0.8635374873650954,84.45837495770681
25,0.5340004270059301,73.34864980145399
50,0.5250851808093383,83.37526942717234
75,0.6789513178428532,76.18095988277354
25,0.8835930887453894,73.97507401902762
100,0.6775514702698794,71.46895268659713
25,0.6605038003214435,70.75889167702111
50,0.7721080604184118,83.30287070949171
50,0.6816649587630207,84.35490418041942
25,0.5346129960797552,73.71723123004247
75,0.5062424257787312,74.77218363623926
75,0.7599327894093814,74.7518330523042
75,0.6012764774891408,75.2975124115378
100,0.6504906297088748,71.16587713336756
25,0.8897024851272202,73.09280925680883
50,0.5182638567955914,85.03005154389683
100,0.6961221386194949,70.26434717863314
50,0.6472409607926136,85.12379727256238
75,0.5965674480306296,74.63348914162928
25,0.652291697997043,73.73624500034153
100,0.6696355953743397,70.97961835436143
50,0.6711337515325889,84.6881415605425
50,0.6442182241943569,84.885725221754
50,0.6452645031361786,85.61725747554725
25,0.6394077477970252,72.46152009903723
50,0.6028933941885574,85.64191282984638
50,0.618622506025612,83.22319570713157
100,0.5966182745975853,70.71978817854296
50,0.5933681021872386,82.57035307696512
75,0.6540949674199711,74.31064614738997
25,0.6497184733283664,73.4354529249215
25,0.772046215050838,73.1192999930732
100,0.6217873629509278,72.2300206751955
50,0.6407482243709022,84.51240435944175
50,0.7535990790978644,85.77666590680434
50,0.7078571317798188,84.03860541154509
50,0.8871862266416908,84.10092758440216
25,0.7831669850701739,73.91444016149181
25,0.5609418822750922,74.6237507109112
50,0.778430867586402,83.32053074605933
50,0.858154353715284,83.88375215793845
25,0.5077202425804284,72.2744693549606
75,0.7208313106767883,74.54975816249659
75,0.6092035605175619,75.58689517218068
75,0.6492139455522989,75.8766755140779
25,0.5106090210395903,71.60771079143643
25,0.844927418734361,74.1999011491734
75,0.8605931945253686,75.9900910335469
75,0.6393903956133988,74.92663842510588
25,0.654730861426933,73.77641414295366
75,0.5819694747838807,75.2957662231996
100,0.7556109537966325,69.06774488518208
50,0.6130798603782146,84.49427979825806
50,0.7540227195928598,83.76148648893182
75,0.7122148858251127,73.39395338238006
100,0.6444606068417267,69.56832287378198
50,0.6370443937366361,84.13947849187397
100,0.503404636022651,70.48602701016236
50,0.768782856238329,83.56983231826891
25,0.6555469721636271,72.84890086456329
25,0.7354958439881153,71.58186096190991
50,0.8659162641074409,83.44961616859096
100,0.7039228786486337,72.69826072052058
25,0.5116400056804423,73.18311988732329
50,0.7079809498283353,84.95133460719559
75,0.8226677301254444,76.53413427360124
50,0.7493178692080522,83.97679082889555
75,0.8520427454078978,74.30994184826677
25,0.8487142939021972,71.41122387429527
100,0.6517424312899947,69.74574963962755
25,0.8319589474413374,73.21494230535825
25,0.5171905634396756,71.99099536681975
50,0.6200115677903718,83.32706632806163
100,0.7320427652785321,69.35204852428653
100,0.5640921865280573,71.31386310844482
100,0.634252391577553,69.30970058948921
75,0.5989595022156615,76.58072287294526
100,0.6736622305510768,68.03939194711525
75,0.7959535671316404,77.15540978058729
75,0.5750207742231557,75.44453561572625
50,0.8991849005314694,85.94973746121246
50,0.7389211758096484,84.17211909742234
50,0.7721394664060006,84.25086283770507
25,0.8702808606840651,72.2661202489415
100,0.5953653123696232,69.13649664799904
75,0.6730425428388345,75.40297396703212
75,0.8881974774383911,75.96140142837226
25,0.6418024215006946,74.36608711189807
75,0.7636705887400113,76.55524640109331
75,0.5150260210015714,75.21600208055986
100,0.7550330778123171,71.09772785691398
